Date,Adj Close,returns,MA5,MA5_ratio,High5,Low5,High5_ratio,Low5_ratio,Voltality5,MA10,MA10_ratio,High10,Low10,High10_ratio,Low10_ratio,Voltality10,MA15,MA15_ratio,High15,Low15,High15_ratio,Low15_ratio,Voltality15,MA20,MA20_ratio,High20,Low20,High20_ratio,Low20_ratio,Voltality20,MA25,MA25_ratio,High25,Low25,High25_ratio,Low25_ratio,Voltality25,log_return_1,log_return_2,log_return_3,log_return_4,log_return_5,log_return_6,log_return_7,log_return_8,log_return_9,log_return_10,log_return_11,log_return_12,log_return_13,log_return_14,log_return_15,log_return_16,log_return_17,log_return_18,log_return_19,log_return_20,log_return_21,log_return_22,log_return_23,log_return_24,log_return_25
2022-11-17,2523.09,-0.00015059763510902606,2521.174,0.0007596747878956215,2523.47,2516.92,-0.00015059763510902606,-0.0024484090635844627,0.0022558474361640884,2507.388,0.006242766987555321,2523.47,2480.45,-0.00015059763510902606,-0.01704434551251813,0.0032135912664669956,2503.8486666666668,0.00765532606519196,2523.47,2480.45,-0.00015059763510902606,-0.01704434551251813,0.0029924055740321825,2498.4365000000003,0.00981920461195893,2523.47,2476.56,-0.00015059763510902606,-0.018613840348527803,0.0029504610108785677,2496.2952,0.010676628097262887,2523.47,2476.56,-0.00015059763510902606,-0.018613840348527803,0.0029079885785664164,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885,-0.0007482349806815053,0.004509884273702875,0.0043527436405237365,0.0006176016665688189,-0.0020813676770165966,-0.001614510813819622,-0.0029244367805562332,4.8135742804182894e-05,0.005389786154285072,-0.0023324353897252186,-0.0010858070019543317,0.0023137865664712926
2022-11-18,2520.05,-0.0012055982456214253,2521.2,-0.0004562360604799898,2523.47,2516.92,-0.0013561958807304527,-0.0012428108179630226,0.0014056481823824152,2511.348,0.0034590818205185274,2523.47,2485.47,-0.0013561958807304527,-0.013816966122625885,0.002027501614085146,2505.1753333333336,0.005920017162289644,2523.47,2480.45,-0.0013561958807304527,-0.015838747266896647,0.0028622758793563456,2500.1525,0.007927012582607045,2523.47,2476.56,-0.0013561958807304527,-0.017408242102906347,0.002866238194836614,2497.578,0.008957280312219923,2523.47,2476.56,-0.0013561958807304527,-0.017408242102906347,0.0029094303208442285,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885,-0.0007482349806815053,0.004509884273702875,0.0043527436405237365,0.0006176016665688189,-0.0020813676770165966,-0.001614510813819622,-0.0029244367805562332,4.8135742804182894e-05,0.005389786154285072,-0.0023324353897252186,-0.0010858070019543317
2022-11-21,2522.84,0.0011065084840890362,2522.384,0.0001807650170704079,2523.47,2520.05,-0.0002496873966414084,-0.001106508484089076,0.0012850493727102666,2515.085,0.0030786508831376937,2523.47,2491.89,-0.0002496873966414084,-0.012343792381480404,0.0020261953742264243,2506.8126666666667,0.006373158802092639,2523.47,2480.45,-0.0002496873966414084,-0.01694525575098569,0.0028431785728903966,2502.2084999999997,0.00821150917440365,2523.47,2476.56,-0.0002496873966414084,-0.01851475058699538,0.0028154411111514016,2499.0804000000003,0.00946242687599949,2523.47,2476.56,-0.0002496873966414084,-0.01851475058699538,0.0028922432484699005,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885,-0.0007482349806815053,0.004509884273702875,0.0043527436405237365,0.0006176016665688189,-0.0020813676770165966,-0.001614510813819622,-0.0029244367805562332,4.8135742804182894e-05,0.005389786154285072,-0.0023324353897252186
2022-11-22,2524.35,0.0005983527646278879,2522.76,0.0006300635621570769,2524.35,2520.05,0.0,-0.0017048612487170665,0.0008809968310926084,2518.3309999999997,0.0023872233276070894,2524.35,2501.7,0.0,-0.009013103066142695,0.0020048156533154916,2509.0086666666666,0.006095882235301974,2524.35,2480.45,0.0,-0.01754360851561372,0.002683617200948932,2504.598,0.007855361228282199,2524.35,2478.09,0.0,-0.01849550168505448,0.0027325587265580567,2500.8747999999996,0.009343013178625,2524.35,2476.56,0.0,-0.019113103351623417,0.0028270933774781734,0.0005983527646278879,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885,-0.0007482349806815053,0.004509884273702875,0.0043527436405237365,0.0006176016665688189,-0.0020813676770165966,-0.001614510813819622,-0.0029244367805562332,4.8135742804182894e-05,0.005389786154285072
2022-11-23,2527.23,0.001140237435429683,2523.512,0.0014722591934325795,2527.23,2520.05,0.0,-0.002845098684146722,0.0009893569794816065,2520.8840000000005,0.0025142076200661795,2527.23,2508.5,0.0,-0.007438876338313991,0.0017788017733928385,2511.0113333333334,0.006438247641174921,2527.23,2480.45,0.0,-0.01868384595104342,0.0026555139130119486,2507.055,0.00801508377297699,2527.23,2480.45,0.0,-0.01868384595104342,0.0027316545952224243,2502.2484,0.009934153588215908,2527.23,2476.56,0.0,-0.020253340787053143,0.002657087701289084,0.001140237435429683,0.0005983527646278879,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885,-0.0007482349806815053,0.004509884273702875,0.0043527436405237365,0.0006176016665688189,-0.0020813676770165966,-0.001614510813819622,-0.0029244367805562332,4.8135742804182894e-05
2022-11-24,2537.4,0.004016093443876225,2526.3740000000003,0.004354861581698691,2537.4,2520.05,0.0,-0.006861192128022992,0.001875356880217329,2523.7740000000003,0.005384534466420389,2537.4,2516.92,0.0,-0.008104002945986089,0.001955769574605088,2513.7166666666667,0.00937753310868309,2537.4,2480.45,0.0,-0.022699939394919745,0.002765038891391506,2509.4800000000005,0.011064374358350408,2537.4,2480.45,0.0,-0.022699939394919745,0.002710746643601116,2504.0240000000003,0.013240896867904431,2537.4,2476.56,0.0,-0.024269434230929348,0.0027431487510531025,0.004016093443876225,0.001140237435429683,0.0005983527646278879,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885,-0.0007482349806815053,0.004509884273702875,0.0043527436405237365,0.0006176016665688189,-0.0020813676770165966,-0.001614510813819622,-0.0029244367805562332
2022-11-25,2530.64,-0.002667699548160403,2528.4919999999997,0.0008491575744895833,2537.4,2522.84,-0.002667699548160403,-0.003086984095773554,0.0023775554615603945,2524.846,0.0022921644078588194,2537.4,2516.92,-0.002667699548160403,-0.00543630339782561,0.0018923825318236996,2517.0626666666667,0.005379621968368378,2537.4,2485.47,-0.002667699548160403,-0.018010458702488366,0.00209521399629818,2511.0045,0.007789362887663,2537.4,2480.45,-0.002667699548160403,-0.020032239846759215,0.002691786356920973,2505.8204,0.00985604926740508,2537.4,2476.56,-0.002667699548160403,-0.021601734682768933,0.002729437675974929,-0.002667699548160403,0.004016093443876225,0.001140237435429683,0.0005983527646278879,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885,-0.0007482349806815053,0.004509884273702875,0.0043527436405237365,0.0006176016665688189,-0.0020813676770165966,-0.001614510813819622
2022-11-28,2536.75,0.002411499000854694,2531.274,0.002161000867810446,2537.4,2524.35,-0.00025620054730561147,-0.0049001303320003265,0.0024835689555373786,2526.829,0.003918577233592,2537.4,2520.05,-0.00025620054730561147,-0.006604991580717344,0.0018935442913387817,2520.4813333333336,0.00643384560190599,2537.4,2491.89,-0.00025620054730561147,-0.017842275478108686,0.002106716875159816,2512.9280000000003,0.009435127040771528,2537.4,2480.45,-0.00025620054730561147,-0.022443738847614053,0.0027008260410874767,2508.0216,0.011389499003276463,2537.4,2476.56,-0.00025620054730561147,-0.024013233683623642,0.0027048499688007437,0.002411499000854694,-0.002667699548160403,0.004016093443876225,0.001140237435429683,0.0005983527646278879,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885,-0.0007482349806815053,0.004509884273702875,0.0043527436405237365,0.0006176016665688189,-0.0020813676770165966
2022-11-29,2536.05,-0.0002759817081071286,2533.614,0.0009610105077887605,2537.4,2527.23,-0.0005321822554127815,-0.0034839111884634798,0.0025573771756195116,2528.1870000000004,0.003105307401107474,2537.4,2520.05,-0.0005321822554127815,-0.006329009872610198,0.0018490266150426396,2523.425333333333,0.004990514642960419,2537.4,2501.7,-0.0005321822554127815,-0.013637251690035847,0.0021177667041360083,2515.16,0.008271332650544834,2537.4,2480.45,-0.0005321822554127815,-0.022167757139506944,0.0025853331148713893,2510.4012,0.010165171460958987,2537.4,2478.09,-0.0005321822554127815,-0.023119650308947734,0.0026460283098203494,-0.0002759817081071286,0.002411499000854694,-0.002667699548160403,0.004016093443876225,0.001140237435429683,0.0005983527646278879,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885,-0.0007482349806815053,0.004509884273702875,0.0043527436405237365,0.0006176016665688189
2022-11-30,2535.85,-7.886590828047909e-05,2535.338,0.00020192507228652463,2537.4,2530.64,-0.0006110481636932719,-0.002056651384467185,0.0025896174390729713,2529.425,0.0025368823788714983,2537.4,2520.05,-0.0006110481636932719,-0.006250143964329735,0.0018591199546956004,2525.7019999999998,0.004009842671707752,2537.4,2508.5,-0.0006110481636932719,-0.010843921618497024,0.001994174963724029,2517.093,0.0074242223415670145,2537.4,2480.45,-0.0006110481636932719,-0.02208889123122649,0.0025710907285999922,2512.7115999999996,0.009166397816213891,2537.4,2480.45,-0.0006110481636932719,-0.02208889123122649,0.0026533245107779667,-7.886590828047909e-05,-0.0002759817081071286,0.002411499000854694,-0.002667699548160403,0.004016093443876225,0.001140237435429683,0.0005983527646278879,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885,-0.0007482349806815053,0.004509884273702875,0.0043527436405237365
2022-12-01,2548.36,0.004921128453285567,2537.53,0.004258848055835928,2548.36,2530.64,0.0,-0.006977779837752692,0.002894671003683643,2531.952,0.006459468257687628,2548.36,2520.05,0.0,-0.011171272417615223,0.0023037499689232493,2528.3593333333333,0.007879407480255602,2548.36,2516.92,0.0,-0.012414083235578226,0.0022072876694422907,2519.6699999999996,0.011322074446585433,2548.36,2480.45,0.0,-0.027010019684511933,0.002721478235855596,2515.09,0.013141426814258297,2548.36,2480.45,0.0,-0.027010019684511933,0.002686181196384938,0.004921128453285567,-7.886590828047909e-05,-0.0002759817081071286,0.002411499000854694,-0.002667699548160403,0.004016093443876225,0.001140237435429683,0.0005983527646278879,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885,-0.0007482349806815053,0.004509884273702875
2022-12-02,2547.07,-0.0005063360805900609,2540.8160000000003,0.0024583896532917055,2548.36,2535.85,-0.0005063360805900609,-0.004414792372695424,0.002344977493796164,2534.654,0.004886540357582249,2548.36,2522.84,-0.0005063360805900609,-0.009558427852936138,0.0022391879439118394,2530.1693333333333,0.006657448262380117,2548.36,2516.92,-0.0005063360805900609,-0.011907747154988246,0.0020133023869047155,2523.0009999999997,0.009494612920973575,2548.36,2485.47,-0.0005063360805900609,-0.024481902459650987,0.0020958724469827177,2516.9668,0.011889153173096887,2548.36,2480.45,-0.0005063360805900609,-0.026503683603921854,0.0025945358535342934,-0.0005063360805900609,0.004921128453285567,-7.886590828047909e-05,-0.0002759817081071286,0.002411499000854694,-0.002667699548160403,0.004016093443876225,0.001140237435429683,0.0005983527646278879,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885,-0.0007482349806815053
2022-12-05,2549.11,0.0008005997076096658,2543.2880000000005,0.002286546549030024,2549.11,2535.85,0.0,-0.005215392080305106,0.0022623134514045268,2537.281,0.0046512434163131075,2549.11,2524.35,0.0,-0.0097606747959178,0.0022406696471062707,2532.315333333333,0.006610242882235043,2549.11,2520.05,0.0,-0.011465536044634874,0.0019430978924128402,2526.183,0.009034810780978822,2549.11,2491.89,0.0,-0.022702819942026296,0.002092295670711245,2519.0,0.011882281270499536,2549.11,2480.45,0.0,-0.02730428331153156,0.0025758505674856624,0.0008005997076096658,-0.0005063360805900609,0.004921128453285567,-7.886590828047909e-05,-0.0002759817081071286,0.002411499000854694,-0.002667699548160403,0.004016093443876225,0.001140237435429683,0.0005983527646278879,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134,-0.002753679824247885
2022-12-06,2547.54,-0.0006160909811975781,2545.5860000000002,0.0007673087592453679,2549.11,2535.85,-0.0006160909811975781,-0.0045993010991075165,0.00231375033429371,2539.6,0.003121599345617474,2549.11,2527.23,-0.0006160909811975781,-0.0080043463792905,0.002299167727652659,2533.986666666666,0.005334367547888674,2549.11,2520.05,-0.0006160909811975781,-0.010849445063437243,0.0019389473607726861,2528.9655,0.007317861820631339,2549.11,2501.7,-0.0006160909811975781,-0.01815768688086296,0.002108506530526782,2521.2452,0.01037528119285382,2549.11,2480.45,-0.0006160909811975781,-0.026688192330333923,0.0024867130534213366,-0.0006160909811975781,0.0008005997076096658,-0.0005063360805900609,0.004921128453285567,-7.886590828047909e-05,-0.0002759817081071286,0.002411499000854694,-0.002667699548160403,0.004016093443876225,0.001140237435429683,0.0005983527646278879,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867,0.002317284443113134
2022-12-07,2544.36,-0.0012490427594525977,2547.288,-0.0011501189095384145,2549.11,2544.36,-0.0018651337406502193,0.0,0.002490465372959296,2541.3129999999996,0.0011982682978579201,2549.11,2530.64,-0.0018651337406502193,-0.005406909724122095,0.002395237060397754,2535.3793333333333,0.003535880656091713,2549.11,2520.05,-0.0018651337406502193,-0.009600402303984712,0.0020004535881870066,2531.0985,0.005225746670655808,2549.11,2508.5,-0.0018651337406502193,-0.014194179958151936,0.002060773994263689,2523.1319999999996,0.008378157941723658,2549.11,2480.45,-0.0018651337406502193,-0.02543914957088135,0.0025037288776138663,-0.0012490427594525977,-0.0006160909811975781,0.0008005997076096658,-0.0005063360805900609,0.004921128453285567,-7.886590828047909e-05,-0.0002759817081071286,0.002411499000854694,-0.002667699548160403,0.004016093443876225,0.001140237435429683,0.0005983527646278879,0.0011065084840890362,-0.0012055982456214253,-0.00015059763510902606,0.00039635826549327426,0.00220264843320022,-0.0011912232092951734,0.004542190045499458,0.0027144641632584807,0.0039290420799658185,0.0025796822252344026,0.0020217811442709466,-0.006577926866033559,-0.00014817751693606867
